bucket_id,product_id,bucket_period,bucket_sequence,review_count,avg_review_score,min_review_score,max_review_score
00066f42aeeb9f3007548bb9d3f33c38_2026-06_0,00066f42aeeb9f3007548bb9d3f33c38,2026-06,0,1,5.0,5.0,5.0
